danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.676,0.747,3.0,-7.732,1.0,0.0308,0.000111,0.203,0.356,0.797,111.85
0.274,0.726,9.0,-11.541,1.0,0.0449,0.000212,0.0113,0.0993,0.426,146.449
0.331,0.946,7.0,-4.599,1.0,0.0775,0.0309,5.62e-06,0.254,0.534,139.965
0.375,0.682,0.0,-6.898,0.0,0.0364,0.00152,0.598,0.0897,0.396,159.23
0.459,0.926,4.0,-3.415,1.0,0.155,0.0239,1.93e-05,0.183,0.569,151.534
0.419,0.878,7.0,-6.352,1.0,0.0553,0.000594,0.559,0.139,0.666,147.385
0.334,0.898,11.0,-6.821,0.0,0.196,0.00406,0.0202,0.162,0.226,110.364
0.637,0.658,2.0,-5.775,1.0,0.0291,0.00918,0.00229,0.295,0.328,96.072
0.407,0.955,2.0,-4.164,1.0,0.164,0.0251,0.0,0.347,0.508,177.48
0.38,0.994,7.0,-4.638,1.0,0.124,0.000536,0.00128,0.0956,0.267,96.325
0.486,0.938,1.0,-6.652,1.0,0.0704,1.79e-05,0.000103,0.361,0.525,125.816
0.365,0.538,2.0,-6.951,1.0,0.035,0.00039,0.0869,0.198,0.314,79.863
0.539,0.834,9.0,-7.459,0.0,0.0364,0.000646,0.000516,0.119,0.339,131.383
0.589,0.696,8.0,-8.109,1.0,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833
0.335,0.849,0.0,-6.927,1.0,0.321,0.00193,0.254,0.0928,0.256,181.716
0.358,0.981,2.0,-5.13,1.0,0.178,9.3e-05,0.000193,0.386,0.382,93.744
0.371,0.973,10.0,-5.303,0.0,0.135,0.000641,0.00163,0.0423,0.444,127.721
0.263,0.97,5.0,-4.182,0.0,0.163,0.00338,0.000795,0.0922,0.17,151.729
0.533,0.803,2.0,-6.702,0.0,0.0376,0.0447,0.0,0.392,0.165,109.998
0.584,0.976,1.0,-3.868,1.0,0.156,0.00432,0.0408,0.333,0.535,140.304
0.382,0.988,8.0,-5.029,1.0,0.233,4.34e-05,0.889,0.303,0.151,150.757
0.364,0.811,11.0,-7.237,1.0,0.0621,0.00268,0.0093,0.106,0.151,120.758
0.499,0.934,8.0,-3.661,0.0,0.0966,0.0468,3.13e-06,0.703,0.357,110.044
0.475,0.953,2.0,-6.951,1.0,0.15,0.000291,0.00338,0.104,0.232,118.033
0.308,0.866,2.0,-5.671,0.0,0.059,0.000739,0.00141,0.232,0.227,109.825
0.497,0.914,6.0,-6.532,1.0,0.0601,0.00178,0.00105,0.258,0.16,133.738
0.544,0.917,5.0,-6.086,1.0,0.0788,0.0306,5.32e-06,0.064,0.642,140.639
0.601,0.831,2.0,-8.582,1.0,0.17,0.00086,0.0,0.102,0.296,120.962
0.332,0.988,8.0,-4.111,1.0,0.146,7.65e-05,0.0126,0.055,0.097,98.878
0.481,0.981,6.0,-6.456,0.0,0.143,0.000148,0.0555,0.144,0.102,97.106
0.565,0.968,1.0,-5.165,1.0,0.0568,1.33e-05,0.188,0.089,0.693,108.003
0.259,0.965,7.0,-4.335,1.0,0.16,0.000612,3.35e-05,0.0787,0.392,168.641
0.498,0.901,6.0,-6.724,0.0,0.0511,0.00102,0.000729,0.104,0.572,96.916
0.342,0.987,3.0,-4.42,1.0,0.205,0.000262,0.00025,0.172,0.0418,110.125
0.551,0.982,7.0,-5.208,1.0,0.0898,8.69e-05,0.00038,0.219,0.491,138.064
0.354,0.626,7.0,-8.437,1.0,0.0358,0.00051,0.564,0.0798,0.175,119.582
0.462,0.943,1.0,-5.343,1.0,0.245,0.0364,0.00148,0.0871,0.218,95.483
0.352,0.65,5.0,-13.169,1.0,0.0415,0.00254,0.286,0.174,0.464,123.607
0.538,0.835,11.0,-7.637,1.0,0.0265,3.24e-05,2.7e-06,0.219,0.667,97.958
0.636,0.743,10.0,-7.112,1.0,0.0354,0.000231,0.665,0.123,0.356,95.821
0.218,0.947,0.0,-5.188,1.0,0.135,0.00117,0.0,0.127,0.234,196.76
0.472,0.783,11.0,-12.536,1.0,0.11,0.000613,0.048,0.136,0.186,116.622
0.511,0.867,2.0,-7.411,1.0,0.049,0.0278,0.113,0.0855,0.0722,134.472
0.365,0.706,9.0,-7.984,1.0,0.0381,0.021,0.792,0.287,0.346,127.937
0.555,0.946,8.0,-3.922,1.0,0.158,0.000116,0.00119,0.0477,0.568,114.755
0.547,0.922,9.0,-5.166,1.0,0.0605,0.00118,0.000406,0.0918,0.473,133.309
0.474,0.978,11.0,-5.454,1.0,0.164,0.00309,0.0,0.421,0.0722,111.217
0.657,0.535,1.0,-9.715,1.0,0.047,0.000329,0.000492,0.318,0.738,132.257
0.478,0.953,8.0,-7.294,1.0,0.0892,0.0328,0.000508,0.597,0.407,96.622
0.303,0.27,3.0,-12.003,0.0,0.031,0.0147,0.00401,0.0661,0.0461,89.386
0.669,0.656,9.0,-10.549,1.0,0.0413,0.00113,0.000252,0.0989,0.464,108.098
0.437,0.39,9.0,-9.944,1.0,0.046,0.63,0.000114,0.0791,0.218,118.062
0.446,0.951,4.0,-8.473,1.0,0.0423,4.15e-05,0.548,0.0633,0.432,160.757
0.439,0.981,3.0,-4.871,1.0,0.127,2.01e-05,0.321,0.252,0.219,157.019
0.58,0.93,1.0,-5.719,1.0,0.12,0.0128,0.0,0.102,0.534,97.917
0.315,0.895,2.0,-4.519,1.0,0.0924,0.00216,1.32e-05,0.0596,0.432,79.628
0.404,0.891,11.0,-11.498,1.0,0.0547,8.3e-05,0.209,0.0859,0.516,128.929
0.571,0.797,9.0,-9.264,1.0,0.0497,0.000786,0.186,0.0777,0.243,101.003
0.46,0.818,8.0,-7.945,1.0,0.0366,4.08e-05,0.372,0.0867,0.15,117.817
0.533,0.96,7.0,-3.918,1.0,0.122,0.00153,0.00244,0.243,0.134,135.797
0.437,0.94,10.0,-5.467,1.0,0.0895,0.00616,0.0055,0.0898,0.426,95.171
0.357,0.905,1.0,-7.787,1.0,0.0523,0.00395,0.000417,0.375,0.546,81.294
0.566,0.917,4.0,-6.385,0.0,0.0615,5.54e-05,0.0725,0.206,0.554,164.297
0.267,1.0,4.0,-4.92,0.0,0.135,0.016,0.447,0.45,0.0215,138.616
0.522,0.853,11.0,-5.861,1.0,0.0383,7.44e-05,0.582,0.131,0.637,140.727
0.348,0.973,10.0,-4.818,0.0,0.0716,0.000457,0.781,0.135,0.374,152.235
0.57,0.866,2.0,-6.106,0.0,0.0281,9.87e-05,0.000355,0.144,0.358,98.551
0.558,0.877,9.0,-8.274,1.0,0.0559,0.000226,0.0015,0.0694,0.377,116.983
0.221,0.861,7.0,-10.138,1.0,0.0678,0.000174,0.0113,0.345,0.289,186.416
0.674,0.907,1.0,-6.706,1.0,0.0714,0.000386,0.608,0.104,0.576,101.449
0.257,0.989,10.0,-5.918,0.0,0.0867,6.72e-06,0.521,0.263,0.385,109.267
0.554,0.713,10.0,-8.606,0.0,0.0445,0.000292,0.602,0.118,0.532,89.995
0.324,0.846,4.0,-8.883,1.0,0.0596,0.000187,9.11e-05,0.093,0.558,151.256
0.646,0.905,9.0,-9.456,0.0,0.0414,5.12e-05,0.856,0.279,0.579,129.084
0.315,0.398,9.0,-8.615,0.0,0.0265,0.0716,0.176,0.0687,0.0981,73.064
0.508,0.924,8.0,-5.016,1.0,0.0427,0.00165,0.0153,0.264,0.18,135.129
0.232,0.961,5.0,-7.454,0.0,0.161,3.53e-05,0.158,0.157,0.297,154.418
0.146,0.947,0.0,-5.708,1.0,0.0838,7.68e-05,0.905,0.185,0.0891,104.353
0.477,0.899,2.0,-6.06,1.0,0.122,0.000241,0.000147,0.0598,0.555,104.821
0.409,0.788,7.0,-5.209,0.0,0.0316,3.21e-06,0.734,0.526,0.324,146.005
0.409,0.73,9.0,-11.394,0.0,0.0937,7.06e-05,4.88e-05,0.33,0.717,105.827
0.598,0.76,2.0,-5.822,0.0,0.0295,0.0107,1.07e-05,0.343,0.164,120.488
0.427,0.943,11.0,-6.036,0.0,0.0571,4.35e-06,0.879,0.3,0.343,161.11
0.314,0.971,9.0,-5.699,1.0,0.114,0.00035,0.0588,0.105,0.528,104.796
0.449,0.87,5.0,-4.241,0.0,0.112,1.94e-05,0.0411,0.0797,0.229,79.952
0.428,0.781,1.0,-6.823,0.0,0.281,0.0675,0.000781,0.615,0.709,93.244
0.631,0.879,1.0,-3.983,1.0,0.0671,0.0467,0.0,0.131,0.839,108.876
0.263,0.925,3.0,-5.299,1.0,0.118,0.000503,0.631,0.17,0.0722,105.253
0.644,0.939,11.0,-3.486,0.0,0.0456,0.157,0.0,0.233,0.861,106.031
0.492,0.896,4.0,-5.819,0.0,0.117,0.000172,2.78e-06,0.189,0.534,184.981
0.37,0.858,11.0,-4.885,0.0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077
0.576,0.864,6.0,-3.981,1.0,0.0462,0.02,1.68e-06,0.683,0.609,97.225
0.563,0.86,8.0,-7.533,1.0,0.0621,0.00834,0.0106,0.39,0.517,97.867
0.524,0.939,9.0,-3.994,1.0,0.113,0.00022,0.0,0.623,0.661,150.184
0.429,0.96,10.0,-4.261,1.0,0.0914,6.46e-05,6.27e-06,0.102,0.233,153.932
0.579,0.812,1.0,-6.509,0.0,0.0693,0.00114,0.00333,0.115,0.278,152.002
0.609,0.935,6.0,-2.941,1.0,0.0479,0.0029,0.000359,0.188,0.498,95.957
0.501,0.905,11.0,-5.721,0.0,0.0518,1.88e-05,0.765,0.383,0.584,123.277
0.626,0.792,0.0,-2.734,1.0,0.0721,0.000126,0.022,0.438,0.433,133.212
0.551,0.939,11.0,-5.371,1.0,0.171,0.00172,0.000239,0.109,0.367,90.592
0.328,0.826,6.0,-5.085,1.0,0.0362,0.000224,0.000944,0.0818,0.341,106.606
0.588,0.927,6.0,-4.776,0.0,0.113,0.000305,3.83e-05,0.195,0.652,93.571
0.519,0.961,2.0,-3.214,0.0,0.0642,0.000207,0.000419,0.195,0.344,93.466
0.31,0.94,6.0,-3.395,1.0,0.106,0.000106,2.21e-06,0.205,0.454,128.682
0.218,0.93,8.0,-4.438,1.0,0.0633,4.15e-05,0.0,0.126,0.367,166.078
0.427,0.908,8.0,-5.399,1.0,0.165,0.00325,6.12e-05,0.0475,0.617,108.681
0.49,0.938,1.0,-3.916,1.0,0.129,0.00234,2.17e-05,0.186,0.437,196.143
0.545,0.882,5.0,-4.864,1.0,0.119,0.000169,0.0368,0.332,0.595,122.259
0.364,0.912,7.0,-2.968,1.0,0.107,0.000104,0.0025,0.086,0.666,105.368
0.319,0.852,0.0,-7.295,1.0,0.0716,0.00268,0.662,0.331,0.297,79.554
0.482,0.916,5.0,-4.557,1.0,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101
0.615,0.919,4.0,-4.318,0.0,0.0798,0.00218,0.000607,0.113,0.542,130.919
0.598,0.954,2.0,-4.86,1.0,0.0801,0.00951,2.86e-05,0.127,0.235,100.98
0.649,0.923,1.0,-4.537,1.0,0.0348,4.51e-05,0.623,0.369,0.517,108.217
0.43,0.868,0.0,-4.44,1.0,0.0639,0.000119,0.000389,0.0836,0.164,138.807
0.585,0.931,0.0,-4.843,1.0,0.0852,0.00119,2.46e-05,0.115,0.818,160.079
0.395,0.944,1.0,-5.82,1.0,0.0919,1.74e-05,0.861,0.186,0.12,179.946
0.0967,0.817,10.0,-6.313,1.0,0.0493,1.24e-05,0.45,0.139,0.425,72.927
0.172,0.837,3.0,-7.037,0.0,0.0582,1.57e-05,0.759,0.105,0.293,75.8
0.497,0.983,8.0,-4.496,1.0,0.128,3.11e-05,0.0,0.226,0.419,135.058
0.346,0.974,11.0,-3.849,0.0,0.223,0.000519,0.00449,0.0326,0.326,117.287
0.52,0.969,1.0,-4.277,1.0,0.131,0.00087,0.00019,0.386,0.254,119.995
0.259,0.991,5.0,-2.278,1.0,0.121,0.000136,2.99e-06,0.29,0.0372,110.038
0.489,0.98,7.0,-4.465,1.0,0.0896,7.86e-06,0.00874,0.0983,0.278,130.055
0.236,0.888,3.0,-3.563,0.0,0.139,3.1e-05,0.0457,0.11,0.107,130.132
0.465,0.993,0.0,-1.734,1.0,0.0903,0.000354,0.0335,0.464,0.204,92.472
0.442,0.958,8.0,-4.314,1.0,0.0771,8.04e-06,1.64e-05,0.656,0.166,109.887
0.214,0.963,1.0,-4.682,0.0,0.169,0.000121,0.000279,0.29,0.259,153.004
0.513,0.975,1.0,-4.754,0.0,0.116,1.46e-05,0.626,0.245,0.143,102.465
0.594,0.933,4.0,-6.072,0.0,0.198,0.00017,0.359,0.264,0.159,108.041
0.342,0.968,0.0,-4.058,1.0,0.0927,0.000801,0.00566,0.312,0.239,91.578
0.487,0.978,10.0,-1.451,0.0,0.111,0.00014,0.0251,0.307,0.266,100.0
0.323,0.996,0.0,-1.303,1.0,0.352,4.22e-05,0.0294,0.375,0.415,74.059
0.372,0.985,6.0,-2.874,1.0,0.182,5.57e-05,0.00036,0.152,0.369,179.911
0.359,0.828,3.0,-3.173,1.0,0.0787,2.37e-05,0.0312,0.115,0.288,144.984
0.327,0.991,9.0,-4.522,1.0,0.16,1.84e-05,0.84,0.311,0.111,137.21
0.488,0.997,5.0,-3.558,1.0,0.182,0.00381,0.75,0.313,0.0749,125.041
0.299,0.937,6.0,-4.657,0.0,0.0677,4.48e-05,7.77e-05,0.283,0.225,170.775
0.443,0.982,7.0,-3.207,1.0,0.152,4.93e-05,5.58e-06,0.352,0.215,75.999
0.436,0.917,1.0,-5.125,0.0,0.152,8.7e-05,0.00159,0.313,0.357,132.282
0.233,0.931,9.0,-5.063,1.0,0.0874,1.1e-05,2.75e-06,0.117,0.145,134.978
0.293,0.96,1.0,-5.094,1.0,0.121,7.49e-05,0.000196,0.0954,0.177,98.059
0.551,0.904,2.0,-4.337,1.0,0.0448,2.55e-05,0.0663,0.249,0.546,114.996
0.347,0.965,8.0,-5.858,0.0,0.089,0.000165,4.02e-05,0.4,0.27,124.885
0.411,0.965,8.0,-4.556,1.0,0.21,0.000317,0.00211,0.268,0.125,150.071
0.434,0.911,4.0,-6.89,1.0,0.11,0.000151,0.0643,0.357,0.426,139.702
0.263,0.922,0.0,-3.119,1.0,0.0569,4.11e-05,0.000583,0.372,0.281,93.039
0.357,0.943,6.0,-4.648,1.0,0.163,5.22e-05,0.00863,0.17,0.311,118.665
0.482,0.972,1.0,-6.42,1.0,0.0921,4.71e-05,0.81,0.378,0.277,141.93
0.368,0.987,9.0,-3.367,1.0,0.21,1.03e-05,0.0,0.347,0.175,138.894
0.426,0.997,9.0,-3.235,0.0,0.229,2.17e-05,0.122,0.037,0.0381,150.587
0.329,0.926,10.0,-3.966,0.0,0.141,1.68e-05,0.746,0.0816,0.464,185.124
0.255,0.871,1.0,-4.355,0.0,0.0712,9.49e-06,0.898,0.16,0.3,102.082
0.387,0.98,10.0,-3.582,0.0,0.106,5.5e-05,0.00275,0.236,0.191,103.963
0.265,0.983,11.0,-4.189,1.0,0.241,1.48e-05,0.0598,0.423,0.139,130.055
0.523,0.986,10.0,-3.456,0.0,0.136,0.00114,0.0,0.376,0.237,125.034
0.365,0.977,0.0,-4.312,1.0,0.217,3.92e-05,0.0494,0.44,0.238,161.94
0.365,0.941,4.0,-6.59,1.0,0.171,0.00022,0.00856,0.571,0.231,116.868
0.294,0.871,9.0,-7.681,1.0,0.125,5.47e-05,0.0433,0.387,0.165,125.772
0.423,0.933,4.0,-5.606,0.0,0.157,0.000327,0.000855,0.192,0.0812,150.049
0.545,0.982,6.0,-3.464,1.0,0.127,0.00187,0.0433,0.144,0.249,129.988
0.22,0.954,1.0,-3.744,1.0,0.172,0.000178,0.000733,0.369,0.206,197.672
0.306,0.989,8.0,-4.577,1.0,0.238,0.00218,0.0,0.444,0.131,128.871
0.292,0.985,10.0,-3.763,0.0,0.201,0.000223,1.2e-06,0.348,0.175,124.186
0.441,0.994,7.0,-2.934,1.0,0.239,7.25e-05,0.000147,0.382,0.0478,139.931
0.445,0.935,10.0,-4.444,0.0,0.0906,0.000207,0.00538,0.256,0.185,109.985
0.275,0.981,4.0,-4.187,1.0,0.308,3.24e-05,0.863,0.156,0.0746,155.867
0.355,0.946,1.0,-5.821,1.0,0.136,0.00108,0.367,0.193,0.143,179.803
0.383,0.975,4.0,-2.148,1.0,0.134,0.00988,0.0,0.098,0.377,133.148
0.222,0.971,7.0,-4.248,1.0,0.245,5.1e-05,0.209,0.0931,0.0825,88.531
0.42,0.986,11.0,-2.488,0.0,0.133,4.36e-05,0.453,0.0609,0.0769,105.157
0.388,0.979,4.0,-3.292,0.0,0.157,4.02e-05,0.0,0.0752,0.0567,140.037
0.512,0.988,11.0,-3.62,1.0,0.137,5.56e-06,0.242,0.32,0.248,106.478
0.488,0.962,11.0,-3.268,0.0,0.114,3.27e-05,0.0248,0.0679,0.171,105.002
0.325,0.986,1.0,-3.211,0.0,0.106,8.42e-05,0.00235,0.326,0.0593,90.025
0.272,0.962,1.0,-5.211,0.0,0.234,9.05e-05,0.52,0.0717,0.0384,118.453
0.366,0.936,10.0,-5.269,1.0,0.0762,1.04e-05,0.0,0.365,0.261,164.065
0.454,0.993,6.0,-2.521,1.0,0.205,0.00104,0.000315,0.36,0.149,130.032
0.226,0.975,10.0,-5.166,0.0,0.107,5.4e-06,0.655,0.307,0.42,100.01
0.235,0.932,1.0,-4.208,1.0,0.132,0.000137,0.000119,0.681,0.159,87.543
0.22,0.947,2.0,-4.263,1.0,0.129,9.06e-05,1.71e-06,0.0651,0.277,181.419
0.384,0.939,0.0,-5.367,0.0,0.0996,2.49e-05,0.0163,0.0684,0.117,87.46
0.334,0.974,0.0,-3.597,1.0,0.156,2e-05,3.26e-05,0.404,0.305,178.051
0.369,0.899,4.0,-7.782,1.0,0.0782,0.00428,0.033,0.14,0.182,155.562
0.484,0.987,7.0,-4.621,1.0,0.182,0.000212,0.0,0.338,0.195,125.032
0.439,0.957,9.0,-5.653,1.0,0.124,7.07e-05,0.467,0.0715,0.174,115.03
0.417,0.817,9.0,-7.821,1.0,0.0445,1.16e-05,0.823,0.0918,0.267,137.945
0.237,0.991,6.0,-5.285,1.0,0.174,3.59e-05,0.572,0.326,0.157,134.976
0.468,0.983,9.0,-5.073,0.0,0.0962,2.58e-05,0.0,0.0672,0.194,130.048
0.399,0.993,4.0,-2.283,0.0,0.202,0.0113,4.75e-05,0.106,0.0385,140.086
0.141,0.973,6.0,-4.343,1.0,0.25,4.36e-05,0.0145,0.165,0.0728,180.01
0.239,0.987,1.0,-4.496,0.0,0.189,0.000443,0.0,0.465,0.255,154.203
0.352,0.945,1.0,-5.237,1.0,0.117,0.00149,0.00095,0.234,0.289,130.019
0.226,0.95,8.0,-4.176,1.0,0.157,1.72e-05,0.818,0.423,0.204,119.983
0.506,0.983,10.0,-6.031,1.0,0.0894,1.56e-05,0.503,0.161,0.072,108.009
0.513,0.978,2.0,-3.641,1.0,0.224,0.000926,0.881,0.0963,0.236,134.945
0.287,0.991,10.0,-0.645,0.0,0.123,0.00657,0.00489,0.368,0.108,159.831
0.457,0.981,8.0,-4.019,1.0,0.176,1.3e-05,0.17,0.0989,0.0718,125.039
0.301,0.957,6.0,-5.233,1.0,0.111,0.000379,0.166,0.0948,0.266,119.995
0.221,0.923,10.0,-5.503,0.0,0.155,1.25e-05,0.396,0.603,0.141,176.046
0.307,0.995,1.0,-1.696,1.0,0.274,0.00015,0.0416,0.187,0.114,197.087
0.34,0.983,6.0,-3.152,0.0,0.222,0.000816,3.49e-06,0.667,0.0921,159.996
0.172,0.964,4.0,-4.962,0.0,0.202,0.000138,1.51e-05,0.0932,0.0388,139.976
0.322,0.992,1.0,-2.89,1.0,0.0937,3.64e-05,0.286,0.128,0.0389,160.033
0.417,0.968,7.0,-6.241,1.0,0.126,1.19e-05,0.353,0.0922,0.0396,139.944
0.301,0.959,10.0,-3.463,0.0,0.111,2.54e-05,0.000624,0.167,0.251,139.928
0.489,0.988,0.0,-2.685,0.0,0.16,1.74e-05,0.0336,0.332,0.302,112.518
0.503,0.994,9.0,-3.307,0.0,0.186,0.00225,0.801,0.221,0.226,150.021
0.406,0.718,8.0,-7.094,1.0,0.0505,2.83e-06,0.641,0.0438,0.301,130.026
0.375,0.966,4.0,-5.096,0.0,0.15,5.56e-05,0.0479,0.159,0.162,118.144
0.553,0.924,11.0,-6.142,0.0,0.0649,0.000501,0.85,0.177,0.119,105.061
0.396,0.967,7.0,-3.452,1.0,0.108,1.01e-05,0.0,0.114,0.206,156.13
0.39,0.889,7.0,-11.181,1.0,0.0754,5.82e-06,0.00173,0.394,0.217,139.955
0.191,0.941,7.0,-3.023,1.0,0.0919,2.49e-05,0.0703,0.49,0.171,130.112
0.339,0.983,8.0,-4.263,0.0,0.159,5.39e-05,0.0486,0.186,0.0386,89.851
0.474,0.937,0.0,-3.703,1.0,0.0708,0.00039,0.0276,0.307,0.386,160.023
0.595,0.894,0.0,-6.529,0.0,0.191,2.37e-05,0.124,0.488,0.316,144.954
0.489,0.99,5.0,-3.102,1.0,0.228,0.00292,0.0,0.194,0.125,153.972
0.478,0.982,8.0,-2.892,0.0,0.162,0.00217,0.00615,0.183,0.487,111.987
0.231,0.966,6.0,-3.346,1.0,0.201,0.000147,0.424,0.117,0.0594,84.577
0.457,0.986,1.0,-3.058,0.0,0.125,1.48e-05,0.0126,0.123,0.104,140.002
0.437,0.971,0.0,-3.816,1.0,0.103,0.0643,0.0,0.335,0.0398,135.046
0.431,0.97,7.0,-3.13,0.0,0.0768,0.00104,0.0,0.36,0.247,95.002
0.468,0.924,11.0,-2.989,0.0,0.17,0.00157,0.905,0.0976,0.352,180.058
0.281,0.971,2.0,-4.595,0.0,0.2,0.000244,0.515,0.692,0.0481,119.632
0.593,0.97,11.0,-4.173,1.0,0.151,0.00134,4.19e-06,0.401,0.278,112.007
0.295,0.948,0.0,-3.64,1.0,0.186,0.000314,1.95e-05,0.143,0.0888,123.709
0.406,0.974,2.0,-4.508,1.0,0.112,0.000179,0.803,0.201,0.116,115.074
0.456,0.986,6.0,-2.096,1.0,0.125,0.000389,1.02e-05,0.345,0.0946,130.008
0.449,0.98,5.0,-5.651,0.0,0.152,0.00018,0.425,0.185,0.046,130.013
0.206,0.934,2.0,-5.132,1.0,0.267,0.000154,0.0,0.345,0.178,180.346
0.469,0.94,4.0,-6.875,1.0,0.0391,3.31e-05,0.602,0.104,0.333,95.086
0.445,0.995,6.0,-3.79,1.0,0.134,0.00209,0.000214,0.228,0.0363,129.971
0.549,0.98,5.0,-3.21,1.0,0.0684,1.63e-05,4.79e-06,0.65,0.471,138.171
0.402,0.912,9.0,-3.108,1.0,0.0711,2.07e-05,0.0165,0.159,0.217,176.007
0.303,0.969,8.0,-2.466,1.0,0.162,9.03e-05,0.844,0.417,0.163,109.384
0.346,0.939,1.0,-7.881,1.0,0.113,0.000207,0.912,0.138,0.0424,152.062
0.4,0.964,6.0,-7.938,1.0,0.0566,7.36e-06,0.341,0.272,0.474,90.024
0.43,0.916,5.0,-6.577,0.0,0.0494,0.000163,0.00569,0.125,0.118,94.973
0.533,0.954,9.0,-6.632,1.0,0.0505,9.66e-06,0.398,0.051,0.398,129.758
0.139,0.724,0.0,-6.58,1.0,0.0591,1.42e-06,0.883,0.322,0.133,165.064
0.469,0.981,9.0,-2.704,1.0,0.0895,4.86e-05,0.00762,0.314,0.123,135.026
0.219,0.908,7.0,-8.505,1.0,0.1,1.92e-06,0.933,0.319,0.208,121.476
0.291,0.758,1.0,-12.103,1.0,0.0556,0.000918,6.84e-06,0.291,0.446,80.601
0.483,0.961,4.0,-3.314,1.0,0.0683,0.000842,1.46e-05,0.347,0.177,98.526
0.232,0.931,9.0,-8.804,1.0,0.0808,0.00413,0.756,0.0927,0.0371,122.684
0.235,0.927,6.0,-5.824,1.0,0.084,0.000173,0.893,0.0748,0.253,90.497
0.316,0.92,11.0,-5.179,0.0,0.0668,0.00275,0.694,0.126,0.351,90.167
0.167,0.932,6.0,-5.22,0.0,0.0828,1.57e-05,0.772,0.0962,0.221,129.093
0.39,0.758,3.0,-6.329,1.0,0.0312,0.00114,0.829,0.0978,0.0993,84.003
0.114,0.959,6.0,-9.419,0.0,0.0963,1.31e-06,0.9,0.104,0.126,153.904
0.26,0.922,11.0,-7.592,0.0,0.104,3.03e-06,0.914,0.0802,0.2,101.185
0.379,0.996,2.0,-3.023,0.0,0.285,0.00457,9.26e-06,0.0981,0.0386,128.049
0.465,0.978,1.0,-4.34,1.0,0.084,2.98e-05,0.646,0.0268,0.13,129.994
0.156,0.737,7.0,-5.273,0.0,0.0512,0.00393,0.000185,0.122,0.275,134.091
0.135,0.964,7.0,-3.492,0.0,0.113,3.18e-05,0.0297,0.0731,0.0799,154.486
0.414,0.827,5.0,-4.871,1.0,0.0518,2.35e-05,0.634,0.359,0.155,123.992
0.0697,0.816,9.0,-6.41,1.0,0.0803,8.74e-06,0.833,0.303,0.0387,179.783
0.383,0.952,3.0,-4.88,0.0,0.0484,9.91e-06,0.000881,0.178,0.278,145.001
0.571,0.376,4.0,-10.433,0.0,0.0303,0.874,0.0559,0.522,0.18,129.884
0.101,0.952,7.0,-6.88,1.0,0.0939,0.0,0.9,0.116,0.0588,80.023
0.173,0.938,6.0,-4.642,1.0,0.0807,0.000216,0.00244,0.271,0.176,118.064
0.406,0.439,0.0,-9.631,0.0,0.0353,0.0949,0.584,0.151,0.0379,115.039
0.141,0.999,11.0,-5.335,1.0,0.14,3.85e-06,0.00804,0.109,0.0342,145.834
0.338,0.984,4.0,-5.601,0.0,0.069,3e-06,0.273,0.0387,0.265,150.07
0.373,0.815,5.0,-8.702,1.0,0.053,0.000111,0.922,0.161,0.0415,128.962
0.493,0.935,9.0,-3.148,0.0,0.0843,0.00431,0.638,0.138,0.221,107.994
0.426,0.951,0.0,-4.143,1.0,0.0709,8.08e-06,0.0149,0.3,0.284,92.508
0.238,0.987,1.0,-5.502,0.0,0.127,1.58e-05,0.0147,0.173,0.0473,118.649
0.411,0.937,4.0,-5.001,0.0,0.0571,1.94e-05,0.0245,0.153,0.225,110.972
0.149,0.908,9.0,-7.941,0.0,0.0862,1.71e-05,0.887,0.0713,0.147,143.237
0.444,0.714,9.0,-8.159,0.0,0.0432,0.000176,0.176,0.302,0.17,138.068
0.571,0.853,1.0,-4.733,0.0,0.0303,3.37e-05,0.126,0.0919,0.648,109.019
0.159,0.964,4.0,-4.452,0.0,0.0871,1.11e-06,0.302,0.0819,0.0567,133.026
0.282,0.977,5.0,-4.991,0.0,0.391,0.012,0.00531,0.0836,0.0695,125.032
0.173,0.931,4.0,-6.189,0.0,0.0874,3.37e-06,0.128,0.127,0.108,152.291
0.236,0.952,10.0,-6.65,0.0,0.175,0.000861,0.00286,0.102,0.148,144.964
0.141,0.947,1.0,-6.025,1.0,0.0967,1.82e-06,0.0613,0.396,0.292,199.911
0.109,0.904,0.0,-5.787,1.0,0.0634,4.35e-06,0.824,0.302,0.0662,154.941
0.383,0.978,8.0,-5.693,0.0,0.0534,0.00448,0.784,0.245,0.161,102.256
0.194,0.913,4.0,-5.21,1.0,0.0629,5.73e-06,0.153,0.0872,0.24,114.456
0.395,0.989,1.0,-6.255,1.0,0.0946,8.2e-06,0.805,0.22,0.25,160.014
0.317,0.99,9.0,-6.162,1.0,0.154,0.0272,0.651,0.224,0.0336,137.196
0.33,0.85,4.0,-7.016,1.0,0.0665,0.00242,0.53,0.279,0.696,135.413
0.153,0.994,4.0,-5.902,1.0,0.196,0.026,0.0423,0.357,0.174,144.623
0.106,0.926,9.0,-5.532,0.0,0.0804,0.00014,0.843,0.158,0.0501,154.869
0.0975,0.897,5.0,-5.352,1.0,0.0669,1.88e-06,0.87,0.16,0.191,89.358
